1 0 1 -0.554 -0.583 -0.017 5.552	2 0.742 0.741 -0.006 0.092	3 0.554 0.559 -0.006 -0.875	4 -0.742 -0.713 0.006 -5.552
1 0 1 -0.554 -0.583 -0.017 5.569	2 0.742 0.741 -0.028 0.084	3 0.554 0.559 -0.006 -0.875	4 -0.742 -0.713 -0.017 -5.534
2 0 1 -0.554 -0.583 -0.006 5.569	2 0.742 0.741 -0.006 0.075	3 0.554 0.559 -0.017 -0.875	4 -0.742 -0.713 0.028 -5.490
3 0 1 -0.554 -0.583 -0.006 5.604	2 0.742 0.741 -0.006 0.092	3 0.554 0.559 -0.051 -0.884	4 -0.742 -0.713 0.006 -5.508
4 0 1 -0.554 -0.584 -0.017 5.622	2 0.742 0.741 -0.017 0.092	3 0.554 0.559 -0.017 -0.963	4 -0.742 -0.713 -0.017 -5.490
4 0 1 -0.554 -0.583 0.017 5.666	2 0.742 0.741 0.017 0.084	3 0.554 0.559 -0.040 -0.963	4 -0.742 -0.713 0.006 -5.473
5 0 1 -0.554 -0.584 -0.017 5.692	2 0.742 0.741 -0.006 0.084	3 0.554 0.559 -0.006 -0.963	4 -0.741 -0.713 -0.006 -5.420
6 0 1 -0.554 -0.583 -0.017 5.648	2 0.741 0.741 -0.017 0.022	3 0.554 0.559 -0.006 -0.971	4 -0.741 -0.713 -0.006 -5.420
7 0 1 -0.553 -0.583 -0.006 5.701	2 0.741 0.741 0.006 0.031	3 0.553 0.559 -0.006 -1.051	4 -0.741 -0.713 -0.051 -5.411
7 0 1 -0.553 -0.583 0.006 5.727	2 0.741 0.741 0.006 -0.013	3 0.553 0.559 -0.017 -1.112	4 -0.741 -0.713 -0.017 -5.332
8 0 1 -0.553 -0.583 -0.006 5.807	2 0.741 0.741 0.028 -0.057	3 0.552 0.559 -0.017 -1.156	4 -0.741 -0.713 -0.006 -5.253
9 0 1 -0.552 -0.583 0.006 5.921	2 0.741 0.741 0.017 -0.127	3 0.552 0.559 0.017 -1.253	4 -0.740 -0.713 -0.017 -5.262
10 0 1 -0.552 -0.583 -0.017 6.053	2 0.740 0.741 -0.006 -0.171	3 0.552 0.559 -0.006 -1.385	4 -0.740 -0.713 0.006 -5.191
10 0 1 -0.552 -0.583 -0.006 6.079	2 0.740 0.741 0.006 -0.215	3 0.551 0.558 -0.028 -1.516	4 -0.740 -0.713 -0.028 -5.103
11 0 1 -0.551 -0.583 0.006 6.220	2 0.740 0.741 -0.006 -0.251	3 0.550 0.558 -0.006 -1.622	4 -0.739 -0.713 -0.017 -4.998
