1 0 1 -0.088 -0.086 0.006 -0.470	2 0.176 0.126 0.028 9.604	3 0.088 0.087 -0.017 0.171	4 -0.176 -0.109 -0.006 -12.892
1 0 1 -0.088 -0.086 0.006 -0.497	2 0.176 0.126 -0.017 9.596	3 0.088 0.087 -0.017 0.163	4 -0.176 -0.109 0.017 -12.910
2 0 1 -0.088 -0.086 -0.028 -0.479	2 0.176 0.126 -0.006 9.622	3 0.088 0.087 0.006 0.154	4 -0.176 -0.109 -0.006 -12.901
3 0 1 -0.088 -0.086 0.006 -0.470	2 0.176 0.126 -0.017 9.604	3 0.088 0.087 0.006 0.171	4 -0.177 -0.109 -0.028 -12.910
4 0 1 -0.088 -0.086 -0.006 -0.479	2 0.177 0.126 -0.006 9.604	3 0.088 0.087 -0.006 0.163	4 -0.177 -0.109 0.006 -12.910
4 0 1 -0.088 -0.086 0.006 -0.479	2 0.177 0.126 -0.028 9.648	3 0.088 0.087 -0.017 0.163	4 -0.177 -0.109 -0.006 -12.980
5 0 1 -0.088 -0.086 0.006 -0.488	2 0.177 0.126 0.017 9.684	3 0.088 0.087 -0.006 0.163	4 -0.177 -0.109 -0.017 -12.980
6 0 1 -0.088 -0.086 0.006 -0.479	2 0.177 0.126 0.028 9.675	3 0.088 0.087 -0.006 0.171	4 -0.177 -0.109 -0.028 -12.971
7 0 1 -0.089 -0.086 0.006 -0.523	2 0.177 0.126 -0.017 9.727	3 0.089 0.088 0.017 0.215	4 -0.177 -0.109 -0.017 -13.051
7 0 1 -0.089 -0.086 -0.006 -0.541	2 0.177 0.126 -0.017 9.771	3 0.089 0.087 -0.028 0.215	4 -0.177 -0.109 -0.051 -13.121
8 0 1 -0.089 -0.086 -0.040 -0.541	2 0.177 0.126 0.006 9.815	3 0.089 0.087 0.006 0.233	4 -0.178 -0.109 -0.006 -13.174
9 0 1 -0.089 -0.086 -0.017 -0.593	2 0.178 0.126 0.017 9.921	3 0.089 0.088 0.017 0.295	4 -0.178 -0.109 -0.028 -13.191
10 0 1 -0.089 -0.086 0.017 -0.629	2 0.178 0.126 -0.017 9.956	3 0.089 0.087 -0.028 0.303	4 -0.178 -0.109 -0.006 -13.262
10 0 1 -0.089 -0.086 -0.017 -0.611	2 0.179 0.126 -0.028 9.982	3 0.090 0.088 0.006 0.356	4 -0.179 -0.109 -0.006 -13.402
