1 0 1 -0.554 -0.604 0.040 9.569	2 0.742 0.702 0.006 7.512	3 0.554 0.576 -0.017 -4.136	4 -0.742 -0.678 0.017 -12.145
2 0 1 -0.554 -0.604 0.017 9.552	2 0.742 0.702 0.017 7.503	3 0.554 0.576 -0.051 -4.136	4 -0.742 -0.678 -0.006 -12.145
2 0 1 -0.554 -0.604 -0.006 9.552	2 0.742 0.702 0.006 7.495	3 0.554 0.576 -0.006 -4.163	4 -0.742 -0.678 -0.028 -12.119
3 0 1 -0.554 -0.604 -0.006 9.543	2 0.742 0.702 0.017 7.495	3 0.554 0.576 0.017 -4.171	4 -0.742 -0.678 -0.017 -12.101
4 0 1 -0.554 -0.604 -0.028 9.640	2 0.742 0.702 0.006 7.503	3 0.554 0.576 0.017 -4.198	4 -0.742 -0.678 0.006 -12.119
5 0 1 -0.554 -0.604 -0.017 9.640	2 0.742 0.702 -0.028 7.530	3 0.554 0.576 0.006 -4.215	4 -0.742 -0.678 -0.028 -12.119
5 0 1 -0.554 -0.604 -0.028 9.622	2 0.741 0.702 0.006 7.486	3 0.554 0.576 0.006 -4.251	4 -0.741 -0.678 -0.017 -12.057
6 0 1 -0.554 -0.604 -0.017 9.640	2 0.741 0.702 0.017 7.424	3 0.553 0.576 -0.017 -4.251	4 -0.741 -0.678 -0.017 -12.057
7 0 1 -0.553 -0.604 -0.006 9.727	2 0.741 0.702 0.006 7.442	3 0.553 0.576 -0.006 -4.277	4 -0.741 -0.678 -0.017 -12.040
8 0 1 -0.553 -0.604 -0.006 9.754	2 0.741 0.702 0.017 7.380	3 0.553 0.576 0.006 -4.391	4 -0.741 -0.678 0.028 -11.987
8 0 1 -0.553 -0.604 0.006 9.780	2 0.741 0.702 0.006 7.336	3 0.552 0.576 -0.006 -4.505	4 -0.741 -0.678 0.006 -11.899
9 0 1 -0.552 -0.604 -0.017 9.930	2 0.741 0.702 -0.006 7.319	3 0.552 0.576 -0.017 -4.532	4 -0.740 -0.678 -0.006 -11.881
10 0 1 -0.552 -0.604 0.006 10.079	2 0.740 0.702 -0.017 7.240	3 0.552 0.576 -0.006 -4.655	4 -0.740 -0.678 -0.017 -11.846
