1 0 1 -0.554 -0.551 -0.017 -0.611	2 0.742 0.757 -0.006 -2.993	3 0.554 0.533 -0.017 3.899	4 -0.742 -0.757 -0.006 2.985
1 0 1 -0.554 -0.551 -0.017 -0.611	2 0.742 0.757 0.006 -2.985	3 0.554 0.533 -0.017 3.890	4 -0.742 -0.757 0.006 2.976
2 0 1 -0.554 -0.551 0.006 -0.602	2 0.742 0.757 -0.006 -2.985	3 0.554 0.533 0.028 3.890	4 -0.742 -0.757 -0.017 2.976
3 0 1 -0.554 -0.551 -0.017 -0.602	2 0.742 0.757 0.017 -2.976	3 0.554 0.533 -0.006 3.890	4 -0.742 -0.758 -0.017 2.985
4 0 1 -0.554 -0.551 -0.028 -0.541	2 0.742 0.757 -0.028 -2.985	3 0.554 0.533 0.006 3.811	4 -0.742 -0.758 0.006 2.976
4 0 1 -0.554 -0.551 -0.006 -0.523	2 0.742 0.757 0.006 -2.976	3 0.554 0.533 -0.006 3.820	4 -0.742 -0.758 -0.006 2.985
5 0 1 -0.554 -0.551 0.006 -0.541	2 0.742 0.757 -0.028 -2.985	3 0.554 0.533 -0.006 3.829	4 -0.741 -0.757 0.006 3.046
6 0 1 -0.554 -0.551 0.006 -0.541	2 0.741 0.757 0.006 -3.064	3 0.554 0.533 0.006 3.793	4 -0.741 -0.757 0.006 3.046
7 0 1 -0.553 -0.551 -0.006 -0.497	2 0.741 0.757 -0.017 -3.055	3 0.553 0.533 -0.006 3.767	4 -0.741 -0.757 -0.017 3.046
7 0 1 -0.553 -0.551 0.006 -0.462	2 0.741 0.757 -0.006 -3.073	3 0.553 0.533 -0.006 3.688	4 -0.741 -0.758 -0.006 3.125
8 0 1 -0.553 -0.551 0.017 -0.391	2 0.741 0.757 0.017 -3.134	3 0.552 0.533 -0.006 3.626	4 -0.741 -0.757 0.006 3.178
9 0 1 -0.552 -0.551 -0.006 -0.268	2 0.741 0.757 -0.017 -3.213	3 0.552 0.533 -0.028 3.556	4 -0.740 -0.757 -0.006 3.196
10 0 1 -0.552 -0.551 -0.006 -0.171	2 0.740 0.757 -0.006 -3.257	3 0.552 0.533 -0.028 3.407	4 -0.740 -0.757 0.006 3.257
10 0 1 -0.552 -0.551 -0.017 -0.136	2 0.740 0.757 -0.017 -3.292	3 0.551 0.533 -0.017 3.284	4 -0.740 -0.757 0.028 3.327
11 0 1 -0.551 -0.551 -0.017 0.013	2 0.740 0.757 -0.017 -3.327	3 0.550 0.533 0.017 3.152	4 -0.739 -0.757 -0.028 3.442
12 0 1 -0.550 -0.551 0.006 0.163	2 0.739 0.757 0.028 -3.459	3 0.550 0.533 -0.006 3.081	4 -0.738 -0.757 -0.040 3.468
13 0 1 -0.548 -0.551 0.028 0.321	2 0.738 0.757 0.017 -3.600	3 0.548 0.533 -0.028 2.905	4 -0.738 -0.757 -0.006 3.574
13 0 1 -0.548 -0.550 0.017 0.259	2 0.738 0.757 -0.028 -3.653	3 0.547 0.533 -0.028 2.659	4 -0.738 -0.757 0.017 3.670
14 0 1 -0.547 -0.548 0.028 0.347	2 0.738 0.757 0.006 -3.714	3 0.545 0.533 -0.006 2.484	4 -0.737 -0.757 0.040 3.837
15 0 1 -0.545 -0.549 -0.017 0.593	2 0.737 0.757 -0.006 -3.899	3 0.545 0.533 0.028 2.387	4 -0.735 -0.757 -0.017 3.881
16 0 1 -0.543 -0.549 0.006 0.857	2 0.735 0.757 -0.006 -4.075	3 0.543 0.532 0.006 2.097	4 -0.735 -0.757 0.006 4.013
16 0 1 -0.543 -0.548 0.006 0.901	2 0.734 0.757 0.006 -4.145	3 0.541 0.532 -0.028 1.754	4 -0.734 -0.756 -0.006 4.154
17 0 1 -0.541 -0.548 -0.006 1.270	2 0.734 0.756 0.006 -4.224	3 0.539 0.532 -0.017 1.508	4 -0.733 -0.756 0.028 4.295
18 0 1 -0.539 -0.548 0.017 1.701	2 0.733 0.756 -0.040 -4.303	3 0.539 0.531 0.017 1.323	4 -0.731 -0.756 -0.006 4.277
19 0 1 -0.536 -0.547 0.006 2.053	2 0.731 0.755 -0.040 -4.488	3 0.536 0.531 -0.028 0.910	4 -0.731 -0.755 -0.017 4.505
19 0 1 -0.536 -0.546 -0.028 2.018	2 0.730 0.755 -0.017 -4.646	3 0.533 0.531 -0.017 0.462	4 -0.730 -0.755 0.028 4.778
20 0 1 -0.533 -0.546 0.051 2.431	2 0.730 0.754 0.006 -4.752	3 0.530 0.530 -0.006 0.233	4 -0.728 -0.755 0.017 4.927
21 0 1 -0.530 -0.545 0.017 2.976	2 0.728 0.754 -0.017 -4.980	3 0.530 0.529 -0.085 0.075	4 -0.726 -0.753 0.085 4.725
22 0 1 -0.526 -0.545 0.040 3.468	2 0.726 0.753 -0.074 -5.103	3 0.526 0.528 -0.051 -0.409	4 -0.726 -0.752 0.028 4.919
22 0 1 -0.526 -0.544 0.006 3.336	2 0.724 0.752 -0.006 -5.244	3 0.522 0.527 -0.074 -0.857	4 -0.724 -0.751 0.096 4.963
23 0 1 -0.522 -0.543 0.028 3.943	2 0.724 0.752 -0.028 -5.297	3 0.518 0.524 -0.153 -0.620	4 -0.722 -0.749 0.040 5.182
24 0 1 -0.518 -0.542 0.017 4.567	2 0.722 0.751 -0.040 -5.596	3 0.518 0.522 -0.040 -0.848	4 -0.719 -0.747 0.051 4.804
25 0 1 -0.514 -0.542 0.028 4.998	2 0.719 0.750 -0.062 -5.719	3 0.514 0.521 -0.096 -1.367	4 -0.719 -0.745 0.108 4.725
25 0 1 -0.514 -0.540 0.040 5.033	2 0.717 0.749 -0.028 -5.886	3 0.509 0.519 -0.074 -1.903	4 -0.717 -0.743 0.062 4.971
26 0 1 -0.509 -0.540 0.074 5.692	2 0.717 0.748 -0.051 -5.982	3 0.504 0.518 -0.062 -0.998	4 -0.715 -0.741 0.085 4.884
27 0 1 -0.504 -0.538 0.051 6.387	2 0.715 0.747 -0.062 -6.105	3 0.504 0.516 -0.096 -2.404	4 -0.712 -0.739 0.085 4.585
28 0 1 -0.499 -0.537 0.017 7.020	2 0.712 0.746 -0.051 -6.431	3 0.499 0.514 -0.062 -3.037	4 -0.712 -0.737 0.074 4.673
28 0 1 -0.499 -0.536 0.040 7.055	2 0.710 0.744 -0.062 -6.334	3 0.493 0.513 -0.096 -3.521	4 -0.710 -0.735 0.085 4.725
29 0 1 -0.493 -0.534 0.074 7.609	2 0.710 0.743 -0.074 -6.343	3 0.488 0.511 -0.028 -3.837	4 -0.707 -0.732 0.040 4.901
30 0 1 -0.488 -0.532 0.062 8.435	2 0.707 0.741 -0.096 -6.369	3 0.488 0.509 -0.062 -4.075	4 -0.704 -0.730 0.062 4.488
31 0 1 -0.482 -0.530 0.085 8.840	2 0.704 0.738 -0.096 -6.352	3 0.482 0.506 -0.131 -4.664	4 -0.704 -0.728 0.119 4.374
31 0 1 -0.482 -0.527 0.028 8.716	2 0.702 0.736 -0.040 -6.325	3 0.475 0.504 -0.119 -5.288	4 -0.702 -0.726 0.119 4.382
32 0 1 -0.475 -0.525 0.119 9.402	2 0.702 0.733 -0.119 -5.991	3 0.469 0.501 -0.096 -5.341	4 -0.699 -0.723 0.096 4.505
33 0 1 -0.469 -0.522 0.108 9.974	2 0.699 0.731 -0.108 -6.026	3 0.469 0.498 -0.131 -5.543	4 -0.696 -0.720 0.096 4.163
34 0 1 -0.462 -0.519 0.131 10.334	2 0.696 0.728 -0.131 -5.982	3 0.462 0.495 -0.176 -6.123	4 -0.696 -0.718 0.085 4.127
34 0 1 -0.462 -0.515 0.119 10.079	2 0.694 0.725 -0.108 -5.684	3 0.455 0.492 -0.165 -6.730	4 -0.694 -0.716 0.108 4.145
35 0 1 -0.455 -0.512 0.153 10.598	2 0.694 0.723 -0.119 -5.516	3 0.448 0.488 -0.142 -6.853	4 -0.691 -0.713 0.062 4.084
36 0 1 -0.448 -0.509 0.085 11.538	2 0.691 0.720 -0.062 -5.525	3 0.448 0.484 -0.096 -6.888	4 -0.688 -0.710 0.040 3.793
37 0 1 -0.441 -0.505 0.153 11.662	2 0.688 0.718 -0.074 -5.701	3 0.441 0.480 -0.142 -7.327	4 -0.688 -0.708 0.085 3.635
37 0 1 -0.441 -0.501 0.096 11.415	2 0.686 0.717 -0.017 -5.613	3 0.434 0.476 -0.165 -7.960	4 -0.686 -0.706 0.074 3.688
38 0 1 -0.434 -0.498 0.131 12.031	2 0.686 0.715 -0.051 -5.437	3 0.426 0.472 -0.142 -7.969	4 -0.684 -0.704 0.051 3.855
39 0 1 -0.426 -0.493 0.165 12.664	2 0.684 0.713 -0.074 -5.543	3 0.426 0.467 -0.199 -7.802	4 -0.681 -0.702 0.074 3.503
40 0 1 -0.419 -0.490 0.131 12.884	2 0.681 0.711 -0.074 -5.534	3 0.419 0.463 -0.165 -8.295	4 -0.681 -0.700 0.096 3.600
40 0 1 -0.419 -0.485 0.153 12.497	2 0.679 0.709 -0.040 -5.508	3 0.411 0.459 -0.176 -8.778	4 -0.679 -0.699 0.074 3.644
41 0 1 -0.411 -0.480 0.199 12.936	2 0.679 0.707 -0.074 -5.253	3 0.404 0.454 -0.199 -8.664	4 -0.677 -0.697 0.062 3.670
42 0 1 -0.404 -0.475 0.142 13.648	2 0.677 0.705 -0.051 -5.305	3 0.404 0.449 -0.153 -8.831	4 -0.676 -0.696 0.028 3.486
43 0 1 -0.396 -0.470 0.153 13.798	2 0.676 0.704 -0.074 -5.297	3 0.396 0.444 -0.187 -9.165	4 -0.676 -0.694 0.051 3.442
43 0 1 -0.396 -0.465 0.176 13.121	2 0.674 0.702 -0.051 -5.288	3 0.388 0.439 -0.210 -9.578	4 -0.674 -0.693 0.040 3.538
44 0 1 -0.388 -0.460 0.176 13.473	2 0.674 0.701 -0.074 -5.095	3 0.380 0.434 -0.187 -9.314	4 -0.673 -0.692 -0.006 3.626
45 0 1 -0.380 -0.455 0.176 14.132	2 0.673 0.700 -0.062 -5.086	3 0.380 0.429 -0.176 -9.253	4 -0.672 -0.691 0.028 3.556
46 0 1 -0.372 -0.450 0.142 14.237	2 0.672 0.699 -0.040 -5.147	3 0.372 0.424 -0.187 -9.613	4 -0.672 -0.691 0.006 3.644
46 0 1 -0.372 -0.444 0.153 13.604	2 0.671 0.698 -0.017 -5.165	3 0.365 0.418 -0.199 -9.912	4 -0.671 -0.691 0.040 3.741
47 0 1 -0.365 -0.439 0.210 13.903	2 0.671 0.697 -0.051 -5.086	3 0.357 0.413 -0.187 -9.552	4 -0.670 -0.690 0.040 3.776
48 0 1 -0.357 -0.433 0.176 14.396	2 0.670 0.696 -0.040 -5.068	3 0.357 0.406 -0.165 -9.534	4 -0.669 -0.689 0.028 3.670
49 0 1 -0.349 -0.427 0.176 14.325	2 0.669 0.696 -0.051 -4.971	3 0.349 0.401 -0.199 -9.727	4 -0.669 -0.689 0.040 3.653
49 0 1 -0.349 -0.422 0.176 13.701	2 0.669 0.694 -0.051 -4.840	3 0.342 0.396 -0.210 -9.895	4 -0.669 -0.689 -0.006 3.741
50 0 1 -0.342 -0.416 0.187 13.912	2 0.669 0.694 -0.028 -4.743	3 0.334 0.390 -0.210 -9.631	4 -0.669 -0.689 0.006 3.723
51 0 1 -0.334 -0.410 0.221 14.308	2 0.669 0.693 -0.028 -4.681	3 0.334 0.384 -0.187 -9.464	4 -0.669 -0.688 0.006 3.732
52 0 1 -0.327 -0.405 0.187 14.369	2 0.669 0.693 -0.006 -4.655	3 0.327 0.378 -0.233 -9.648	4 -0.669 -0.689 0.006 3.741
52 0 1 -0.327 -0.399 0.153 13.736	2 0.669 0.693 0.051 -4.681	3 0.320 0.373 -0.233 -9.877	4 -0.669 -0.689 0.028 3.670
53 0 1 -0.320 -0.393 0.210 13.789	2 0.669 0.693 -0.006 -4.602	3 0.313 0.367 -0.165 -9.552	4 -0.670 -0.689 -0.040 3.662
54 0 1 -0.313 -0.388 0.221 14.141	2 0.670 0.693 -0.006 -4.488	3 0.313 0.362 -0.165 -9.429	4 -0.671 -0.689 -0.017 3.714
55 0 1 -0.306 -0.382 0.199 14.035	2 0.671 0.693 -0.017 -4.321	3 0.306 0.356 -0.210 -9.587	4 -0.671 -0.690 0.006 3.591
55 0 1 -0.306 -0.377 0.165 13.411	2 0.672 0.693 0.017 -4.268	3 0.299 0.351 -0.221 -9.569	4 -0.672 -0.690 -0.006 3.398
56 0 1 -0.299 -0.371 0.176 13.648	2 0.672 0.693 -0.028 -4.110	3 0.292 0.345 -0.187 -9.156	4 -0.673 -0.690 -0.028 3.257
57 0 1 -0.292 -0.366 0.119 13.921	2 0.673 0.693 -0.006 -3.890	3 0.292 0.340 -0.153 -9.077	4 -0.674 -0.690 -0.062 3.380
58 0 1 -0.286 -0.361 0.187 13.763	2 0.674 0.693 0.017 -3.653	3 0.286 0.335 -0.187 -9.314	4 -0.674 -0.692 -0.028 3.284
58 0 1 -0.286 -0.356 0.142 13.305	2 0.676 0.693 0.006 -3.600	3 0.280 0.330 -0.187 -9.420	4 -0.676 -0.693 -0.006 3.143
59 0 1 -0.280 -0.350 0.199 13.297	2 0.676 0.694 0.017 -3.424	3 0.274 0.326 -0.153 -9.103	4 -0.677 -0.694 -0.074 3.134
60 0 1 -0.274 -0.345 0.176 13.367	2 0.677 0.694 0.006 -3.196	3 0.274 0.321 -0.153 -9.121	4 -0.679 -0.694 -0.051 3.301
61 0 1 -0.268 -0.341 0.131 13.508	2 0.679 0.694 0.006 -2.985	3 0.268 0.317 -0.187 -9.288	4 -0.679 -0.695 -0.017 3.029
61 0 1 -0.268 -0.337 0.153 13.182	2 0.681 0.695 0.040 -2.914	3 0.263 0.313 -0.176 -9.305	4 -0.681 -0.697 -0.074 2.905
62 0 1 -0.263 -0.332 0.131 13.191	2 0.681 0.696 0.017 -2.809	3 0.257 0.309 -0.142 -9.033	4 -0.684 -0.698 -0.085 2.712
63 0 1 -0.257 -0.329 0.142 13.437	2 0.684 0.697 0.006 -2.527	3 0.257 0.305 -0.131 -9.209	4 -0.686 -0.699 -0.119 2.897
64 0 1 -0.252 -0.325 0.119 13.569	2 0.686 0.698 0.062 -2.369	3 0.252 0.302 -0.142 -9.376	4 -0.686 -0.701 -0.051 2.730
64 0 1 -0.252 -0.322 0.108 13.226	2 0.688 0.699 0.040 -2.413	3 0.247 0.298 -0.142 -9.516	4 -0.688 -0.702 -0.074 2.607
65 0 1 -0.247 -0.318 0.153 13.297	2 0.688 0.700 0.017 -2.220	3 0.243 0.296 -0.108 -9.481	4 -0.691 -0.704 -0.096 2.527
66 0 1 -0.243 -0.315 0.119 13.859	2 0.691 0.701 0.040 -2.000	3 0.243 0.293 -0.074 -9.657	4 -0.694 -0.706 -0.040 2.800
67 0 1 -0.238 -0.312 0.096 13.710	2 0.694 0.702 0.017 -1.657	3 0.238 0.290 -0.131 -9.921	4 -0.694 -0.707 -0.028 2.527
67 0 1 -0.238 -0.309 0.062 13.631	2 0.696 0.703 0.062 -1.842	3 0.234 0.287 -0.074 -10.035	4 -0.696 -0.709 -0.040 2.422
68 0 1 -0.234 -0.307 0.074 13.789	2 0.696 0.705 0.006 -1.666	3 0.230 0.285 -0.108 -9.938	4 -0.699 -0.711 -0.131 2.369
69 0 1 -0.230 -0.304 0.074 14.246	2 0.699 0.706 -0.017 -1.314	3 0.230 0.282 -0.062 -10.105	4 -0.702 -0.712 -0.040 2.527
70 0 1 -0.226 -0.302 0.062 14.158	2 0.702 0.707 0.108 -1.103	3 0.226 0.281 -0.051 -10.360	4 -0.702 -0.714 -0.062 2.316
70 0 1 -0.226 -0.300 0.074 13.991	2 0.704 0.708 0.006 -1.059	3 0.223 0.279 -0.142 -10.536	4 -0.704 -0.715 -0.040 1.947
71 0 1 -0.223 -0.298 0.074 14.404	2 0.704 0.709 0.028 -0.884	3 0.219 0.277 -0.028 -10.633	4 -0.707 -0.717 -0.108 1.859
72 0 1 -0.219 -0.297 0.028 14.545	2 0.707 0.710 0.017 -0.646	3 0.219 0.275 -0.051 -10.642	4 -0.710 -0.717 -0.062 1.965
73 0 1 -0.216 -0.295 0.062 14.721	2 0.710 0.711 0.028 -0.453	3 0.216 0.274 -0.062 -11.029	4 -0.710 -0.719 -0.062 1.815
73 0 1 -0.216 -0.293 0.028 14.659	2 0.712 0.712 0.051 -0.418	3 0.213 0.273 -0.028 -11.284	4 -0.712 -0.720 -0.040 1.499
74 0 1 -0.213 -0.292 0.017 14.941	2 0.712 0.713 0.017 -0.154	3 0.211 0.271 -0.028 -11.222	4 -0.715 -0.721 -0.074 1.262
75 0 1 -0.211 -0.290 0.051 15.108	2 0.715 0.714 0.062 0.048	3 0.211 0.270 -0.028 -11.398	4 -0.717 -0.722 -0.028 1.411
