1 -0.183 0.176 1.675	2 0.025 -0.051 -0.840
1 -0.177 0.176 1.604	2 0.025 -0.006 -0.998
1 -0.173 0.142 1.305	2 0.025 -0.006 -1.112
1 -0.168 0.131 1.367	2 0.025 -0.028 -1.262
1 -0.165 0.085 1.262	2 0.024 -0.006 -1.349
1 -0.162 0.119 1.473	2 0.024 -0.040 -1.323
1 -0.159 0.085 1.525	2 0.022 -0.074 -1.156
1 -0.156 0.074 1.780	2 0.020 -0.108 -0.708
1 -0.154 0.074 1.789	2 0.017 -0.074 -0.505
1 -0.150 0.119 2.000	2 0.017 0.040 -0.505
1 -0.147 0.165 1.903	2 0.017 -0.006 -0.532
1 -0.142 0.119 1.965	2 0.017 -0.006 -0.620
1 -0.138 0.176 1.499	2 0.017 -0.017 -0.734
1 -0.134 0.119 1.789	2 0.017 -0.006 -0.831
1 -0.130 0.096 1.481	2 0.016 -0.040 -0.840
1 -0.127 0.142 1.596	2 0.016 -0.062 -0.892
1 -0.124 0.074 1.640	2 0.016 -0.006 -0.910
1 -0.121 0.108 1.851	2 0.015 -0.051 -0.822
1 -0.117 0.108 1.657	2 0.013 -0.108 -0.462
1 -0.114 0.153 1.833	2 0.011 -0.040 -0.215
1 -0.111 0.085 1.754	2 0.011 -0.006 -0.312
1 -0.108 0.142 1.991	2 0.011 -0.040 -0.286
1 -0.104 0.096 1.859	2 0.011 0.017 -0.365
1 -0.101 0.085 2.000	2 0.011 0.006 -0.374
1 -0.097 0.131 1.719	2 0.011 -0.017 -0.418
1 -0.093 0.153 1.833	2 0.011 0.006 -0.435
1 -0.090 0.062 1.824	2 0.011 0.006 -0.505
1 -0.087 0.119 1.886	2 0.011 -0.006 -0.479
1 -0.083 0.131 1.736	2 0.011 -0.028 -0.505
1 -0.080 0.142 1.956	2 0.011 0.006 -0.497
1 -0.077 0.096 1.859	2 0.011 -0.006 -0.505
1 -0.074 0.096 2.062	2 0.011 -0.017 -0.558
1 -0.071 0.062 1.991	2 0.011 -0.017 -0.497
1 -0.068 0.108 2.176	2 0.011 -0.028 -0.479
1 -0.064 0.096 1.895	2 0.011 0.006 -0.505
1 -0.060 0.131 1.895	2 0.011 -0.017 -0.497
1 -0.057 0.074 1.833	2 0.011 0.006 -0.505
1 -0.053 0.153 1.851	2 0.011 -0.006 -0.418
1 -0.050 0.108 1.745	2 0.011 0.006 -0.409
1 -0.047 0.096 1.974	2 0.011 -0.006 -0.347
1 -0.045 0.074 1.947	2 0.011 -0.006 -0.347
1 -0.042 0.142 2.141	2 0.011 -0.028 -0.277
1 -0.039 0.074 2.097	2 0.011 -0.017 -0.251
1 -0.036 0.119 2.299	2 0.011 -0.017 -0.233
1 -0.033 0.108 2.123	2 0.011 -0.028 -0.154
1 -0.030 0.142 2.264	2 0.011 -0.006 -0.092
1 -0.026 0.096 1.956	2 0.011 0.017 -0.031
1 -0.022 0.165 1.815	2 0.011 0.017 0.022
1 -0.018 0.028 1.736	2 0.012 0.040 0.057
1 -0.015 0.085 1.859	2 0.012 -0.006 0.127
1 -0.013 0.040 1.877	2 0.012 -0.006 0.233
1 -0.010 0.062 2.167	2 0.012 0.017 0.303
1 -0.008 0.142 2.105	2 0.012 0.017 0.426
1 -0.006 0.153 2.299	2 0.012 -0.028 0.435
1 -0.003 0.119 2.229	2 0.012 -0.006 0.541
