I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45
0.000000,1.200000,3.400000,0.000000,1.000000,0.472000,-0.010000,-0.090000,2.000000,0.672000,-0.010000,-0.010000,3.000000,0.282000,0.030000,0.090000,4.000000,0.660000,-0.010000,0.070000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,-12.250000,-540.330017,300.000000,-300.000000,92.980003,-530.739990
0.000000,1.200000,3.400000,0.000000,1.000000,0.279000,-0.290000,-0.780000,2.000000,0.705000,0.010000,1.280000,3.000000,0.112000,-0.100000,-1.310000,4.000000,0.764000,0.110000,0.910000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,83.730003,-538.190002,300.000000,-300.000000,158.789993,-528.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.264000,-0.020000,0.010000,2.000000,0.705000,0.020000,0.010000,3.000000,0.094000,-0.010000,-0.010000,4.000000,0.781000,0.020000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,91.519997,-536.919983,300.000000,-300.000000,164.020004,-529.030029
0.000000,1.200000,3.400000,0.000000,1.000000,0.264000,0.010000,0.010000,2.000000,0.705000,0.030000,0.040000,3.000000,0.094000,0.030000,0.010000,4.000000,0.781000,0.040000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,91.519997,-536.919983,300.000000,-300.000000,163.820007,-529.090027
0.000000,1.200000,3.400000,0.000000,1.000000,0.264000,-0.010000,-0.010000,2.000000,0.705000,-0.010000,0.010000,3.000000,0.094000,0.020000,-0.010000,4.000000,0.781000,0.030000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,91.519997,-536.919983,300.000000,-300.000000,163.820007,-529.090027
0.000000,1.200000,3.400000,0.000000,1.000000,0.264000,0.010000,0.010000,2.000000,0.705000,-0.020000,-0.010000,3.000000,0.094000,-0.010000,-0.010000,4.000000,0.781000,-0.020000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,91.519997,-536.919983,300.000000,-300.000000,164.020004,-529.030029
0.000000,1.200000,3.400000,0.000000,1.000000,0.264000,-0.050000,0.010000,2.000000,0.705000,-0.020000,0.010000,3.000000,0.094000,0.010000,-0.010000,4.000000,0.781000,-0.010000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,91.519997,-536.919983,300.000000,-300.000000,163.820007,-529.090027
0.000000,1.200000,3.400000,0.000000,1.000000,0.264000,0.010000,-0.010000,2.000000,0.705000,-0.010000,-0.010000,3.000000,0.094000,0.010000,0.010000,4.000000,0.781000,0.020000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,91.519997,-536.919983,300.000000,-300.000000,164.020004,-529.030029
0.000000,1.200000,3.400000,0.000000,1.000000,0.264000,0.030000,-0.010000,2.000000,0.705000,-0.010000,0.010000,3.000000,0.094000,0.010000,-0.010000,4.000000,0.781000,0.020000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,91.519997,-536.919983,300.000000,-300.000000,163.820007,-529.090027
0.000000,1.200000,3.400000,0.000000,1.000000,0.264000,0.010000,-0.010000,2.000000,0.705000,-0.010000,-0.010000,3.000000,0.094000,0.030000,-0.010000,4.000000,0.781000,0.010000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,91.519997,-536.919983,300.000000,-300.000000,163.820007,-529.090027
