I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45
0.000000,1.200000,3.400000,0.000000,1.000000,0.435000,-0.010000,-0.200000,2.000000,0.658000,0.010000,-0.120000,3.000000,0.287000,0.010000,0.830000,4.000000,0.665000,0.040000,0.070000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,11.520000,-538.489990,300.000000,-300.000000,88.750000,-532.219971
0.000000,1.200000,3.400000,0.000000,1.000000,0.312000,-0.160000,-1.730000,2.000000,0.677000,0.070000,1.040000,3.000000,0.120000,-0.190000,-1.150000,4.000000,0.768000,0.190000,0.200000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,72.550003,-536.169983,300.000000,-300.000000,153.279999,-530.669983
0.000000,1.200000,3.400000,0.000000,1.000000,0.311000,0.010000,0.010000,2.000000,0.678000,0.040000,0.040000,3.000000,0.119000,0.010000,-0.010000,4.000000,0.781000,0.020000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,73.389999,-536.159973,300.000000,-300.000000,150.740005,-532.919983
0.000000,1.200000,3.400000,0.000000,1.000000,0.311000,-0.030000,-0.040000,2.000000,0.677000,-0.010000,0.010000,3.000000,0.119000,-0.010000,-0.010000,4.000000,0.781000,0.030000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,73.480003,-536.099976,300.000000,-300.000000,150.740005,-532.919983
0.000000,1.200000,3.400000,0.000000,1.000000,0.311000,-0.010000,0.010000,2.000000,0.677000,-0.020000,0.010000,3.000000,0.119000,0.030000,0.040000,4.000000,0.781000,-0.010000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,73.480003,-536.099976,300.000000,-300.000000,150.740005,-532.919983
0.000000,1.200000,3.400000,0.000000,1.000000,0.311000,0.010000,-0.010000,2.000000,0.677000,-0.030000,0.010000,3.000000,0.119000,-0.030000,-0.010000,4.000000,0.781000,0.010000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,73.480003,-536.099976,300.000000,-300.000000,150.740005,-532.919983
0.000000,1.200000,3.400000,0.000000,1.000000,0.311000,0.010000,0.010000,2.000000,0.677000,-0.020000,0.010000,3.000000,0.119000,-0.030000,0.010000,4.000000,0.781000,-0.010000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,73.480003,-536.099976,300.000000,-300.000000,150.740005,-532.919983
0.000000,1.200000,3.400000,0.000000,1.000000,0.311000,-0.010000,-0.010000,2.000000,0.677000,-0.010000,0.010000,3.000000,0.119000,0.030000,-0.040000,4.000000,0.781000,0.010000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,73.480003,-536.099976,300.000000,-300.000000,150.740005,-532.919983
0.000000,1.200000,3.400000,0.000000,1.000000,0.311000,-0.010000,-0.010000,2.000000,0.677000,-0.030000,0.010000,3.000000,0.119000,0.010000,0.010000,4.000000,0.781000,0.020000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,73.480003,-536.099976,300.000000,-300.000000,150.740005,-532.919983
0.000000,1.200000,3.400000,0.000000,1.000000,0.311000,-0.020000,0.010000,2.000000,0.677000,-0.030000,0.010000,3.000000,0.119000,-0.010000,-0.010000,4.000000,0.781000,0.020000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,73.480003,-536.099976,300.000000,-300.000000,150.740005,-532.919983
