0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.03,-0.88,4,0.64,0.01,-0.73,1,0.67,-0.82,0.00,2,0.24,1.24,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,0.01,-0.85,4,0.64,-0.01,-0.73,1,0.65,-0.95,0.00,2,0.28,1.47,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.02,-0.84,4,0.64,-0.02,-0.72,1,0.63,-1.05,0.00,2,0.28,1.47,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.31,-536.30
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,0.02,-0.88,4,0.64,-0.02,-0.73,1,0.63,-1.05,0.00,2,0.31,1.66,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,0.02,-0.89,4,0.64,-0.01,-0.73,1,0.61,-1.10,0.00,2,0.36,1.81,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.01,-0.84,4,0.64,-0.02,-0.73,1,0.59,-1.11,0.00,2,0.41,1.90,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.31,-536.30
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,0.01,-0.87,4,0.64,-0.02,-0.71,1,0.56,-1.07,0.00,2,0.45,1.92,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.02,-0.87,4,0.64,0.01,-0.73,1,0.54,-0.99,0.00,2,0.50,1.87,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.01,-0.85,4,0.64,0.01,-0.74,1,0.52,-0.88,0.00,2,0.55,1.74,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.02,-0.85,4,0.64,-0.01,-0.73,1,0.50,-0.74,0.00,2,0.59,1.53,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.01,-0.86,4,0.64,-0.02,-0.68,1,0.48,-0.57,0.00,2,0.59,1.53,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.31,-536.30
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.01,-0.87,4,0.64,0.03,-0.73,1,0.46,-0.40,0.00,2,0.62,1.21,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,0.01,-0.87,4,0.64,0.01,-0.74,1,0.46,-0.40,0.00,2,0.65,0.85,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.02,-0.83,4,0.64,-0.02,-0.71,1,0.45,-0.20,0.00,2,0.66,0.42,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.31,-536.30
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,0.02,-0.89,4,0.64,-0.01,-0.71,1,0.45,-0.02,0.00,2,0.67,-0.00,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,0.01,-0.86,4,0.64,-0.02,-0.72,1,0.45,0.00,0.00,2,0.67,-0.00,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.02,-0.88,4,0.64,-0.01,-0.72,1,0.45,0.00,0.00,2,0.67,-0.00,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.41,-536.25
0,1.20,3.40,0.00,1,1.20,3.40,1.00,2,1.20,3.40,2.00,3,0.42,-0.01,-0.82,4,0.64,-0.01,-0.72,1,0.45,0.00,0.00,2,0.67,-0.00,0.00,3,0.45,0.00,0.00,4,0.67,-0.00,0.00,-0.00,-540.00,22.31,-536.30
