I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45
0.000000,1.200000,3.400000,0.000000,1.000000,0.546000,0.010000,0.540000,2.000000,0.274000,-0.030000,-4.470000,3.000000,0.198000,-0.010000,3.600000,4.000000,0.471000,0.030000,-0.200000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,48.910000,-475.730011,300.000000,-300.000000,176.369995,-480.230011
0.000000,1.200000,3.400000,0.000000,1.000000,0.333000,-0.230000,-1.230000,2.000000,0.451000,0.290000,0.360000,3.000000,0.070000,-0.260000,-0.440000,4.000000,0.592000,0.090000,1.360000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,114.059998,-495.500000,300.000000,-300.000000,215.860001,-483.559998
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.020000,-0.010000,2.000000,0.478000,-0.010000,-0.010000,3.000000,0.059000,0.020000,0.010000,4.000000,0.601000,0.030000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,122.309998,-497.799988,300.000000,-300.000000,219.089996,-483.570007
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,0.010000,-0.010000,2.000000,0.478000,-0.020000,0.010000,3.000000,0.059000,0.010000,0.010000,4.000000,0.601000,0.020000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,122.309998,-497.799988,300.000000,-300.000000,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.010000,0.040000,2.000000,0.478000,-0.030000,0.010000,3.000000,0.059000,-0.020000,-0.040000,4.000000,0.601000,0.020000,-0.040000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,122.309998,-497.799988,300.000000,-300.000000,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.010000,-0.040000,2.000000,0.478000,-0.010000,0.040000,3.000000,0.059000,0.010000,-0.010000,4.000000,0.601000,0.020000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,122.309998,-497.799988,300.000000,-300.000000,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.010000,-0.010000,2.000000,0.478000,-0.010000,0.010000,3.000000,0.059000,-0.010000,-0.010000,4.000000,0.601000,-0.010000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,122.309998,-497.799988,300.000000,-300.000000,219.339996,-483.399994
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.010000,0.010000,2.000000,0.478000,0.020000,0.010000,3.000000,0.059000,-0.010000,-0.010000,4.000000,0.601000,-0.010000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,122.309998,-497.799988,300.000000,-300.000000,219.339996,-483.399994
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.030000,-0.010000,2.000000,0.478000,-0.020000,0.010000,3.000000,0.059000,-0.010000,0.010000,4.000000,0.601000,0.020000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,122.309998,-497.799988,300.000000,-300.000000,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.020000,-0.010000,2.000000,0.478000,-0.030000,0.010000,3.000000,0.059000,0.020000,0.010000,4.000000,0.601000,0.010000,0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,122.309998,-497.799988,300.000000,-300.000000,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.010000,0.010000,2.000000,0.478000,-0.050000,0.040000,3.000000,0.059000,0.010000,0.010000,4.000000,0.601000,0.020000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,122.309998,-497.799988,300.000000,-300.000000,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.010000,-0.010000,2.000000,0.478000,-0.030000,0.010000,3.000000,0.059000,-0.010000,-0.040000,4.000000,0.601000,0.010000,-0.010000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,300.000000,-300.000000,122.309998,-497.799988,300.000000,-300.000000,219.339996,-483.399994
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.020000,-0.040000,2.000000,0.478000,0.030000,-0.010000,3.000000,0.059000,-0.010000,-0.090000,4.000000,0.601000,-0.020000,-0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.339996,-483.399994,219.339996,-483.399994
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.030000,0.010000,2.000000,0.478000,-0.010000,0.440000,3.000000,0.059000,0.010000,-0.040000,4.000000,0.601000,-0.020000,-0.200000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.339996,-483.399994,219.339996,-483.399994
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.040000,-0.040000,2.000000,0.478000,0.010000,0.040000,3.000000,0.059000,0.030000,0.040000,4.000000,0.601000,0.030000,-0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.339996,-483.399994,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.040000,-0.040000,2.000000,0.478000,0.010000,-0.010000,3.000000,0.059000,0.040000,0.010000,4.000000,0.601000,-0.020000,-0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.270004,-483.489990,219.339996,-483.399994
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.030000,-0.010000,2.000000,0.478000,-0.010000,0.040000,3.000000,0.059000,0.010000,0.040000,4.000000,0.601000,0.020000,-0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.339996,-483.399994,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.030000,-0.010000,2.000000,0.478000,-0.010000,-0.010000,3.000000,0.059000,0.010000,-0.010000,4.000000,0.601000,0.020000,-0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.270004,-483.489990,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,0.020000,-0.040000,2.000000,0.478000,0.010000,0.010000,3.000000,0.059000,0.010000,-0.010000,4.000000,0.601000,-0.010000,0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.270004,-483.489990,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.010000,0.010000,2.000000,0.478000,0.010000,0.010000,3.000000,0.059000,0.010000,-0.010000,4.000000,0.601000,-0.010000,0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.270004,-483.489990,219.339996,-483.399994
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.010000,-0.010000,2.000000,0.478000,-0.030000,0.010000,3.000000,0.059000,-0.010000,0.010000,4.000000,0.601000,-0.020000,0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.339996,-483.399994,219.339996,-483.399994
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.020000,0.010000,2.000000,0.478000,-0.020000,0.010000,3.000000,0.059000,0.010000,0.010000,4.000000,0.601000,-0.030000,-0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.339996,-483.399994,219.339996,-483.399994
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,0.020000,-0.010000,2.000000,0.478000,0.030000,0.010000,3.000000,0.059000,0.010000,-0.010000,4.000000,0.601000,0.020000,-0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.339996,-483.399994,219.270004,-483.489990
0.000000,1.200000,3.400000,0.000000,1.000000,0.306000,-0.010000,0.010000,2.000000,0.478000,0.020000,-0.010000,3.000000,0.059000,-0.010000,0.010000,4.000000,0.601000,0.050000,0.010000,1.000000,0.306000,0.000000,0.000000,2.000000,0.478000,0.000000,0.000000,3.000000,0.059000,0.000000,0.000000,4.000000,0.601000,0.000000,0.000000,0.000000,5.000000,122.309998,-497.799988,122.309998,-497.799988,219.270004,-483.489990,219.270004,-483.489990
