I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39
1,0.35,-0.01,0.05,2,0.63,-0.02,0,3,0.33,-0.18,1.06,4,0.64,0.14,-0.01,1,0.35,0,0,2,0.63,0,0,3,0.45,0,-2.61,4,0.67,0,-1.32,64.699997,-530.780029,65.82,-530.690002,0,-540,72.110001,-531.539978
1,0.35,-0.01,0.03,2,0.63,-0.01,0,3,0.32,-0.05,0.97,4,0.64,-0.02,-0.2,1,0.35,0,0,2,0.63,0,0,3,0.45,0,-2.62,4,0.67,0,-1.31,64.699997,-530.780029,65.82,-530.690002,0,-540,74.779999,-531.380005
1,0.35,-0.03,0.05,2,0.63,0.04,0,3,0.32,-0.07,0.21,4,0.64,0.01,-0.8,1,0.35,0,0,2,0.63,0,0,3,0.45,0,-2.62,4,0.67,0,-1.3,64.699997,-530.780029,65.620003,-530.719971,0,-540,78.110001,-530.849976
1,0.35,-0.01,0.02,2,0.63,-0.03,0,3,0.31,-0.1,0.28,4,0.64,0.01,-0.8,1,0.35,0,0,2,0.63,0,0,3,0.45,0,-2.62,4,0.67,0,-1.3,64.699997,-530.780029,65.620003,-530.719971,0,-540,80.029999,-530.51001
1,0.35,-0.02,0.07,2,0.63,-0.01,0,3,0.31,-0.01,0.15,4,0.64,0.02,-0.78,1,0.35,0,0,2,0.63,0,0,3,0.45,0,-2.62,4,0.67,0,-1.3,64.699997,-530.780029,65.82,-530.690002,0,-540,80.839996,-530.390015
1,0.35,-0.03,0.06,2,0.63,0.01,0,3,0.31,-0.01,0.15,4,0.64,0.04,-0.78,1,0.35,0,0,2,0.63,0,0,3,0.45,0,-2.62,4,0.67,0,-1.3,64.699997,-530.780029,65.82,-530.690002,0,-540,80.739998,-530.450012
1,0.35,0.01,0.07,2,0.63,0.01,0,3,0.31,0.01,0.13,4,0.64,0.02,-0.78,1,0.35,0,0,2,0.63,0,0,3,0.45,0,-2.62,4,0.67,0,-1.3,64.699997,-530.780029,65.82,-530.690002,0,-540,80.839996,-530.390015
1,0.35,-0.01,0.03,2,0.63,-0.03,0,3,0.31,0.01,0.15,4,0.64,0.01,-0.78,1,0.35,0,0,2,0.63,0,0,3,0.45,0,-2.62,4,0.67,0,-1.3,64.699997,-530.780029,65.82,-530.690002,0,-540,80.839996,-530.390015
1,0.35,-0.01,0.07,2,0.63,-0.02,0,3,0.31,0.01,0.12,4,0.64,0.02,-0.78,1,0.35,0,0,2,0.63,0,0,3,0.45,0,-2.62,4,0.67,0,-1.3,64.699997,-530.780029,65.82,-530.690002,0,-540,80.839996,-530.390015
1,0.35,-0.01,0.05,2,0.63,-0.01,0.01,3,0.31,0.01,0.14,4,0.64,-0.01,-0.77,1,0.35,0,0,2,0.63,0,0,3,0.45,0,-2.62,4,0.67,0,-1.3,64.699997,-530.780029,65.82,-530.690002,0,-540,80.839996,-530.390015
